id,name,type,city,state,address,pin_code,contact_person,phone,latitude,longitude,active,coord_validation_status,drop_reason
IW-2270,Sunder PLC Independent Workshop (IW-2270),Independent Workshop,Hyderabad,Telangana,"H.No. 727, Choudhary Chowk, Tezpur 058940",634457,Arya Dhingra,916997560791,17.335076,78.476249,True,OK,
IW-2271,"Mandal, Gandhi and Grewal Independent Workshop (IW-2271)",Independent Workshop,Hyderabad,Telangana,"21/443, Korpal Ganj, Baranagar 598291",435620,Omisha Sanghvi,914581901728,17.441739,78.426184,True,OK,
IW-2272,Sem-Nadig Independent Workshop (IW-2272),Independent Workshop,Rural,Unknown,"092, Setty Chowk, Ghaziabad 914369",203018,Dev Lanka,9453398118,17.5259,82.975991,True,OK,
IW-2273,Rattan-Babu Independent Workshop (IW-2273),Independent Workshop,Rural,Unknown,"320, Grover Chowk, Madhyamgram 647072",909783,Ekansh Kota,916818550105,10.03465,77.281175,True,OK,
IW-2275,Mandal LLC Independent Workshop (IW-2275),Independent Workshop,Hyderabad,Telangana,"H.No. 047, Salvi Nagar, Mathura 463837",39903,Xalak Sandal,913464498748,17.395093,78.486374,True,OK,
IW-2276,Bail PLC Independent Workshop (IW-2276),Independent Workshop,Pune,Maharashtra,"971, Date Road, Mirzapur-799390",647310,Zilmil Dewan,918038940684,18.483179,73.827676,True,OK,
IW-2277,"Nadig, Misra and Atwal Independent Workshop (IW-2277)",Independent Workshop,Rural,Unknown,"H.No. 373, Tailor Zila, Raiganj-764850",278930,Edhitha Mukhopadhyay,8559774666,24.493291,87.131354,True,OK,
IW-2278,"Gokhale, Kumer and Boase Independent Workshop (IW-2278)",Independent Workshop,Vadodara,Gujarat,"02/826, Tella Street, Serampore-816725",809776,Timothy Dewan,915471058629,22.292484,73.151521,True,OK,
IW-2279,Biswas-Banerjee Independent Workshop (IW-2279),Independent Workshop,Rural,Unknown,"78/15, Koshy Nagar, Ambarnath 314163",271070,Lakshit Rout,4279301927,27.867121,78.07834,True,OK,
IW-2280,Narula-Randhawa Independent Workshop (IW-2280),Independent Workshop,Jaipur,Rajasthan,"H.No. 726, Chaudhari Circle, Morbi-858718",924818,Abha Roy,8330680673,26.856042,75.728953,True,OK,
IW-2281,Bassi and Sons Independent Workshop (IW-2281),Independent Workshop,Rural,Unknown,"H.No. 58, Arya Zila, Ulhasnagar 160359",840157,Reva Khanna,2142495784,21.523128,81.23091,True,OK,
IW-2283,Krishnan-Mittal Independent Workshop (IW-2283),Independent Workshop,Bengaluru,Karnataka,"09, Yadav Road, Jaipur-815312",25934,Onkar Bhardwaj,172281936,13.03912,77.561666,True,OK,
IW-2284,Dave LLC Independent Workshop (IW-2284),Independent Workshop,Rural,Unknown,"H.No. 07, Kibe Nagar, Dhule-791674",162739,Tripti Nagarajan,912384256806,22.274949,82.487738,True,OK,
IW-2285,"Babu, Raj and Hegde Independent Workshop (IW-2285)",Independent Workshop,Rural,Unknown,"H.No. 92, Gera Zila, Kolkata 141108",596742,Omisha Mital,9916043805,15.327771,74.070359,True,OK,
IW-2286,Sama-Tank Independent Workshop (IW-2286),Independent Workshop,Kolkata,West Bengal,"02, Thakur Chowk, Adoni-318947",596705,Leena Ganesh,910320314979,22.588576,88.308899,True,OK,
IW-2287,"Chand, Sarraf and Mukhopadhyay Independent Workshop (IW-2287)",Independent Workshop,Rural,Unknown,"509, Swaminathan Path, Dewas-014595",869433,Pratyush Shetty,283815644,17.387193,78.481657,True,OK,
IW-2288,Nayak Ltd Independent Workshop (IW-2288),Independent Workshop,Rural,Unknown,"35, Sur, Tenali-575441",924729,Yochana Garg,5954990586,23.528067,78.200034,True,OK,
IW-2289,Gulati LLC Independent Workshop (IW-2289),Independent Workshop,Rural,Unknown,"431, Salvi Path, Rampur 516100",562471,Samaksh Amble,8695012564,11.512262,77.125783,True,OK,
IW-2290,"Kalla, Nair and Munshi Independent Workshop (IW-2290)",Independent Workshop,Rural,Unknown,"80/80, Chahal Marg, Tadipatri 587482",981249,Yashvi Dey,916785827618,17.022086,73.488523,True,OK,
IW-2291,Dalal Inc Independent Workshop (IW-2291),Independent Workshop,Rural,Unknown,"H.No. 99, Chaudhry Path, Junagadh-207072",456446,Sathvik Wagle,6177754833,17.028079,73.508195,True,OK,
IW-2292,Badami PLC Independent Workshop (IW-2292),Independent Workshop,Kolkata,West Bengal,"86/064, D’Alia Chowk, Bettiah-223379",182467,Saanvi Guha,2622777890,22.559001,88.400074,True,OK,
IW-2293,"Ben, Wadhwa and Gole Independent Workshop (IW-2293)",Independent Workshop,Rural,Unknown,"99, Bhandari Street, Kadapa 071581",733414,Nachiket Munshi,435664230,25.367225,83.467651,True,OK,
IW-2294,Dhillon-Balakrishnan Independent Workshop (IW-2294),Independent Workshop,Delhi,Delhi,"55, Om Marg, Gulbarga 133950",50412,Gagan Ahluwalia,4836175129,28.564177,77.18218,True,OK,
IW-2296,Luthra Inc Independent Workshop (IW-2296),Independent Workshop,Bhubaneswar,Orissa,"91/908, Kapadia Nagar, Jorhat-347193",508510,Maya Swaminathan,9849995158,20.353534,85.831659,True,CORRECTED,
IW-2297,Srinivasan PLC Independent Workshop (IW-2297),Independent Workshop,Lucknow,Uttar Pradesh,"H.No. 98, Anand Marg, Allahabad-096655",488042,Sarthak Jha,9267151145,26.907248,81.001325,True,OK,
IW-2298,Ahuja Inc Independent Workshop (IW-2298),Independent Workshop,Rural,Unknown,"H.No. 34, Oak Ganj, Ramagundam 394487",962795,Harita Soman,4122026433,26.732707,78.027089,True,OK,
IW-2299,"Edwin, Rajagopalan and Bora Independent Workshop (IW-2299)",Independent Workshop,Rural,Unknown,"H.No. 344, Barad Zila, Bhusawal 847803",382663,Yutika Subramaniam,5676038589,22.291399,82.502425,True,OK,
IW-2300,Kothari LLC Independent Workshop (IW-2300),Independent Workshop,Lucknow,Uttar Pradesh,"462, Doshi Zila, Kozhikode-209901",720840,Anusha Nayar,1676814254,26.79757,80.939116,True,OK,
IW-2301,"Palla, Grover and Amble Independent Workshop (IW-2301)",Independent Workshop,Bengaluru,Karnataka,"H.No. 80, Oza Chowk, Srikakulam 055739",25384,Tripti Ganguly,919113577966,13.020562,77.666915,True,OK,
IW-2302,Murthy Inc Independent Workshop (IW-2302),Independent Workshop,Rural,Unknown,"H.No. 999, Pillay Ganj, Bihar Sharif-987767",57289,Dipta Dara,7910237324,24.649465,79.519478,True,OK,
IW-2305,"Yohannan, Naik and Dey Independent Workshop (IW-2305)",Independent Workshop,Rural,Unknown,"76/75, Barad Nagar, Purnia-838541",295617,Rishi Mani,919694402257,19.52536,82.126625,True,OK,
IW-2306,Palan-Korpal Independent Workshop (IW-2306),Independent Workshop,Hyderabad,Telangana,"64/76, Parmar Nagar, Madanapalle 787860",168256,Zaid Bajwa,3732662972,17.328028,78.476039,True,OK,
IW-2307,Mahal Inc Independent Workshop (IW-2307),Independent Workshop,Rural,Unknown,"H.No. 916, Mistry Street, Thoothukudi 221657",615268,Bhavna Krish,1330594450,21.195292,79.494314,True,OK,
IW-2308,Narang-Karnik Independent Workshop (IW-2308),Independent Workshop,Delhi,Delhi,"59/148, Nagi Street, Dindigul-802638",452075,Gaurav Patel,919424802151,28.613842,77.152656,True,OK,
IW-2309,Chauhan Ltd Independent Workshop (IW-2309),Independent Workshop,Rural,Unknown,"99/072, Dani Marg, Ghaziabad-631899",173512,Dev Menon,919093210792,17.396265,78.465207,True,OK,
IW-2310,Gaba Group Independent Workshop (IW-2310),Independent Workshop,Rural,Unknown,"H.No. 53, Sampath Nagar, Gangtok-321346",733732,Shivani Nagy,6584700132,24.531608,87.125302,True,OK,
IW-2312,"Deo, Magar and Koshy Independent Workshop (IW-2312)",Independent Workshop,Rural,Unknown,"H.No. 366, Khatri Nagar, Imphal 099670",38639,Yuvraj Majumdar,8280808086,20.718795,85.102252,True,OK,
IW-2313,Zacharia and Sons Independent Workshop (IW-2313),Independent Workshop,Rural,Unknown,"43/60, Keer Circle, Proddatur-592639",488547,Laksh More,9296517922,23.985703,73.210331,True,OK,
IW-2315,"Sathe, Dave and Sha Independent Workshop (IW-2315)",Independent Workshop,Rural,Unknown,"H.No. 853, Pal Nagar, Ramagundam-130279",630728,Ranveer Krishnan,919572932228,21.564721,71.96927,True,OK,
IW-2316,Randhawa-Konda Independent Workshop (IW-2316),Independent Workshop,Rural,Unknown,"32/80, Dhar Ganj, Farrukhabad-000808",889537,Yatan Srivastava,2468527628,19.871424,73.128766,True,OK,
IW-2317,Narasimhan and Sons Independent Workshop (IW-2317),Independent Workshop,Rural,Unknown,"H.No. 55, Mohan Ganj, Bidar-255803",626093,Sarthak Mann,4455086086,22.264441,82.503722,True,OK,
IW-2318,"Chowdhury, Sami and Pandey Independent Workshop (IW-2318)",Independent Workshop,Rural,Unknown,"659, Pillay Zila, Serampore-295950",379358,Libni Hegde,7441261293,26.595508,92.992441,True,OK,
IW-2320,Lata-Reddy Independent Workshop (IW-2320),Independent Workshop,Rural,Unknown,"H.No. 547, Karnik Path, Bhagalpur-846529",880633,Lucky More,917068974542,13.997744,76.98588,True,OK,
IW-2321,Dara LLC Independent Workshop (IW-2321),Independent Workshop,Delhi,Delhi,"92/615, Krish Marg, Amravati 415717",854695,Krish Hari,8886163067,28.62838,77.28396,True,OK,
IW-2322,"Reddy, Lala and Kaur Independent Workshop (IW-2322)",Independent Workshop,Rural,Unknown,"359, Lalla Chowk, Muzaffarnagar-829582",156437,Chandresh Srinivas,5825073713,26.912029,78.660926,True,OK,
IW-2323,"Apte, Goel and Kurian Independent Workshop (IW-2323)",Independent Workshop,Rural,Unknown,"H.No. 114, Raghavan Chowk, Gopalpur-376101",648916,Lila Mukhopadhyay,2864757416,9.824335,76.282606,True,OK,
IW-2324,Sawhney Inc Independent Workshop (IW-2324),Independent Workshop,Lucknow,Uttar Pradesh,"H.No. 464, Choudhry Chowk, Ghaziabad 643022",792025,Abhiram Dave,913390069685,26.82437,80.945593,True,OK,
IW-2325,"Sehgal, Pai and Gaba Independent Workshop (IW-2325)",Independent Workshop,Nagpur,Maharashtra,"03, Seth Street, Khora  223050",601286,Ekbal Date,2459956112,21.178425,79.119141,True,OK,
IW-2326,Madan-Kashyap Independent Workshop (IW-2326),Independent Workshop,Rural,Unknown,"83/200, Mallick Street, Kanpur-550244",590297,Watika Jaggi,916256242626,18.466089,73.113205,True,OK,
IW-2327,Dayal Inc Independent Workshop (IW-2327),Independent Workshop,Rural,Unknown,"00/01, Chakraborty Ganj, Hubli–Dharwad-212102",820211,Oeshi Gokhale,912022648994,18.524211,73.087589,True,OK,
IW-2328,Butala Inc Independent Workshop (IW-2328),Independent Workshop,Rural,Unknown,"62/34, Mane Circle, Amravati 251200",867994,Chaitanya Wagle,5426941329,15.481149,75.010015,True,OK,
IW-2329,"Sarin, Krish and Kothari Independent Workshop (IW-2329)",Independent Workshop,Rural,Unknown,"H.No. 52, Soman Street, Bathinda-548547",631200,Vedika Issac,912606940927,20.895002,72.873275,True,OK,
IW-2330,Barad-Sridhar Independent Workshop (IW-2330),Independent Workshop,Chennai,Tamil Nadu,"830, Shankar Nagar, Rohtak 933597",805839,Janya Kohli,1035871520,13.083042,80.279694,False,OK,
IW-2331,Krish-Biswas Independent Workshop (IW-2331),Independent Workshop,Bengaluru,Karnataka,"H.No. 833, Sunder Marg, Raipur-682696",462255,Reyansh Bal,9561091649,12.938255,77.584408,True,OK,
IW-2332,Sachar Inc Independent Workshop (IW-2332),Independent Workshop,Rural,Unknown,"18/509, Dara Road, Medininagar-379322",384113,Shaurya Sarna,915900580075,23.675383,80.020556,True,OK,
IW-2333,Sandal Inc Independent Workshop (IW-2333),Independent Workshop,Rural,Unknown,"H.No. 063, Parikh Path, Rajahmundry 510249",784024,Qasim Ben,8124162931,23.852287,85.303574,True,OK,
IW-2334,Salvi Group Independent Workshop (IW-2334),Independent Workshop,Rural,Unknown,"42/412, Dhawan Chowk, Gudivada 937977",143538,Siddharth Goda,1289995236,29.476179,77.866563,True,OK,
IW-2335,"Purohit, Mani and Gole Independent Workshop (IW-2335)",Independent Workshop,Rural,Unknown,"28/69, Murty Ganj, Surendranagar Dudhrej-449808",325630,Yagnesh Mitra,911749678412,15.524266,74.999988,True,OK,
IW-2337,Kaur PLC Independent Workshop (IW-2337),Independent Workshop,Mumbai,Maharashtra,"18/579, Yogi Road, Thrissur 684240",103532,Eesha Bahl,5478736924,19.004482,72.919987,True,OK,
IW-2338,Sengupta-Guha Independent Workshop (IW-2338),Independent Workshop,Rural,Unknown,"H.No. 821, Basu Chowk, Dehri-493657",897604,Zashil Kashyap,731803370,21.714152,78.999595,True,OK,
IW-2339,Madan Group Independent Workshop (IW-2339),Independent Workshop,Rural,Unknown,"89/256, Dalal Circle, Secunderabad-506672",631127,Vedant Dhar,913734787734,21.728914,79.021335,True,OK,
IW-2340,Majumdar Inc Independent Workshop (IW-2340),Independent Workshop,Rural,Unknown,"H.No. 54, Kapadia Ganj, Rampur-360922",199655,Baljiwan Murty,916521561700,16.032006,76.67079,False,OK,
IW-2341,Nagar PLC Independent Workshop (IW-2341),Independent Workshop,Surat,Gujarat,"29, Bhavsar Circle, Kharagpur-817951",74044,Bakhshi Dara,912785805870,21.170586,72.800436,True,OK,
IW-2342,"Mall, Kala and Chacko Independent Workshop (IW-2342)",Independent Workshop,Kochi,Kerala,"67/90, Prashad Zila, Ulhasnagar 600848",998395,Lekha Dara,6858868861,9.933737,76.286011,True,OK,
IW-2343,Mitter and Sons Independent Workshop (IW-2343),Independent Workshop,Rural,Unknown,"H.No. 01, Agarwal Road, Burhanpur 581723",466262,Yagnesh Tata,917919211836,26.473822,75.470967,True,OK,
IW-2344,"Gala, Ganesan and Sura Independent Workshop (IW-2344)",Independent Workshop,Rural,Unknown,"H.No. 45, Krishna Circle, Orai-798761",155562,Xiti Sant,4605677888,19.334029,85.009718,False,OK,
IW-2345,Sunder PLC Independent Workshop (IW-2345),Independent Workshop,Ahmedabad,Gujarat,"606, Yogi Marg, Tirupati 202713",661711,Jacob Deshpande,917155993737,22.953957,72.538113,True,OK,
IW-2346,Gade-Shanker Independent Workshop (IW-2346),Independent Workshop,Rural,Unknown,"18, Bains Marg, Thane-285248",436982,Isha Jha,916320827569,22.321455,77.523876,True,OK,
IW-2347,Maharaj-Padmanabhan Independent Workshop (IW-2347),Independent Workshop,Rural,Unknown,"438, Ahuja Nagar, Chittoor-859506",732995,Sneha Ahluwalia,6172834617,10.026325,77.296148,True,OK,
IW-2348,Comar LLC Independent Workshop (IW-2348),Independent Workshop,Amritsar,Punjab,"52/18, Jayaraman Chowk, Khandwa 905350",145723,Hemang Ahluwalia,7097409733,31.578976,74.937625,True,OK,
IW-2349,Natarajan Inc Independent Workshop (IW-2349),Independent Workshop,Amritsar,Punjab,"93/782, Deep Road, Belgaum-520632",623219,Saumya Lad,1366817893,31.567562,74.855106,True,OK,
IW-2351,Gara-Aggarwal Independent Workshop (IW-2351),Independent Workshop,Rural,Unknown,"H.No. 16, Keer Path, Kochi 518786",978161,Unni Nagarajan,918902995672,16.989681,73.51193,True,OK,
IW-2352,Vaidya LLC Independent Workshop (IW-2352),Independent Workshop,Bengaluru,Karnataka,"351, Lala Road, Dindigul-254321",619677,Chatura Shukla,6511492868,12.979113,77.599861,True,OK,
IW-2353,"Narain, Handa and Sane Independent Workshop (IW-2353)",Independent Workshop,Rural,Unknown,"88, D’Alia, Tirunelveli 435211",33041,Vansha Sarna,2405094469,29.819194,78.07688,True,OK,
IW-2354,Barman-Agarwal Independent Workshop (IW-2354),Independent Workshop,Rural,Unknown,"H.No. 706, Sabharwal Circle, Satna 478353",929010,Pavani Apte,7016493543,21.014748,81.51064,True,OK,
IW-2356,Bhavsar Inc Independent Workshop (IW-2356),Independent Workshop,Chandigarh,Punjab,"082, Sandal Nagar, Tiruvottiyur-593827",273569,Yash Shroff,913157566290,30.804329,76.787944,True,OK,
IW-2359,Upadhyay Ltd Independent Workshop (IW-2359),Independent Workshop,Lucknow,Uttar Pradesh,"H.No. 397, Cherian Chowk, Haldia 384495",351943,Mahika Shere,915210093951,26.788605,81.008781,True,OK,
IW-2360,Natt and Sons Independent Workshop (IW-2360),Independent Workshop,Delhi,Delhi,"H.No. 484, Bhat Street, Srinagar-102081",974239,Onveer Srinivas,233528213,28.672266,77.28294,True,OK,
IW-2361,Sanghvi Group Independent Workshop (IW-2361),Independent Workshop,Bengaluru,Karnataka,"142, Raman Circle, Eluru-992632",936716,Veer Ratta,2049952073,12.980417,77.642143,False,OK,
IW-2362,Babu Inc Independent Workshop (IW-2362),Independent Workshop,Rural,Unknown,"38, Deol Nagar, Junagadh 869009",642639,Yasti Kalla,915697016191,23.190245,79.131214,True,OK,
IW-2363,Yohannan and Sons Independent Workshop (IW-2363),Independent Workshop,Kolkata,West Bengal,"H.No. 61, Gour Path, Adoni 181071",359144,Yug Lad,910305102349,22.507393,88.403769,True,OK,
IW-2364,"Deol, Mand and Mital Independent Workshop (IW-2364)",Independent Workshop,Rural,Unknown,"35/221, Dada Circle, Hapur 039390",983154,Owen Bhat,8446364213,25.821134,83.301307,True,OK,
IW-2366,"Sekhon, Keer and Sinha Independent Workshop (IW-2366)",Independent Workshop,Hyderabad,Telangana,"93/52, Yadav Zila, Mysore 316211",273081,Jalsa Chada,9502880469,17.412089,78.417668,True,OK,
IW-2367,Pant-Devan Independent Workshop (IW-2367),Independent Workshop,Amritsar,Punjab,"87/70, Iyengar Ganj, Jehanabad-994055",442604,Wahab Pathak,308393603,31.598262,74.889176,True,OK,
IW-2368,"Dayal, Patla and Dar Independent Workshop (IW-2368)",Independent Workshop,Bengaluru,Karnataka,"102, Minhas Nagar, Ajmer 792666",522142,Harrison Keer,5634304013,12.948361,77.582453,True,OK,
IW-2370,"Bakshi, Atwal and Golla Independent Workshop (IW-2370)",Independent Workshop,Rural,Unknown,"71/72, Pingle Circle, Jalgaon 560274",934452,Aryan Hayer,9465773447,25.567229,84.77384,True,OK,
IW-2372,"Deep, Gandhi and Roy Independent Workshop (IW-2372)",Independent Workshop,Rural,Unknown,"858, Kalita Path, Dhanbad-554227",494950,Balveer Borde,917917505286,28.855138,74.290157,True,OK,
IW-2373,"Choudhry, Bandi and Vasa Independent Workshop (IW-2373)",Independent Workshop,Mumbai,Maharashtra,"H.No. 870, Tara Ganj, Munger 787783",27406,Pavani Lata,4399363149,19.037933,72.942869,True,OK,
IW-2374,Atwal PLC Independent Workshop (IW-2374),Independent Workshop,Patna,Bihar,"02, Grewal Road, Udupi-292718",265574,Yashvi Suresh,1288039565,25.559206,85.106202,True,OK,
IW-2375,Datta-Buch Independent Workshop (IW-2375),Independent Workshop,Bengaluru,Karnataka,"815, Agarwal Circle, Kakinada 201462",973979,Suhani Prasad,913477533897,13.012148,77.57512,True,OK,
IW-2376,"Sule, Merchant and Varty Independent Workshop (IW-2376)",Independent Workshop,Delhi,Delhi,"H.No. 451, Merchant Marg, Ghaziabad-769984",790231,Wakeeta Suresh,915476168000,28.663177,77.261179,True,OK,
IW-2377,"Chana, Parmar and Sangha Independent Workshop (IW-2377)",Independent Workshop,Kolkata,West Bengal,"50, Khalsa Circle, Rajahmundry 072571",350266,Vrishti Badami,253255858,22.511724,88.306363,True,OK,
IW-2378,"Sarna, Naidu and Chokshi Independent Workshop (IW-2378)",Independent Workshop,Mumbai,Maharashtra,"10/817, Kuruvilla Road, Jamnagar-784728",62162,Yashawini Agate,7503452482,19.105047,72.93219,True,OK,
IW-2379,Parmer-Pandit Independent Workshop (IW-2379),Independent Workshop,Bengaluru,Karnataka,"036, Agrawal, Burhanpur 928941",731659,Robert Naik,6427078207,12.917339,77.547381,True,OK,
IW-2381,"Kalla, Shetty and Agrawal Independent Workshop (IW-2381)",Independent Workshop,Rural,Unknown,"64/23, Ranganathan, Junagadh 161409",112298,Zaid Brar,912453643208,23.190574,79.103786,True,OK,
IW-2382,Malhotra-Sastry Independent Workshop (IW-2382),Independent Workshop,Rural,Unknown,"125, Peri Nagar, Thrissur 194815",605631,Isaac Bhatnagar,9562579478,21.608317,80.565566,True,OK,
IW-2384,Boase PLC Independent Workshop (IW-2384),Independent Workshop,Rural,Unknown,"H.No. 18, Mammen Marg, Eluru-682998",652056,Triya Kunda,1197094188,19.510329,82.093029,True,OK,
IW-2386,Gandhi Ltd Independent Workshop (IW-2386),Independent Workshop,Delhi,Delhi,"20/79, Bhalla Chowk, Mango-657077",830473,Ryan Aurora,8520617426,28.637302,77.154866,True,OK,
IW-2387,Chawla Ltd Independent Workshop (IW-2387),Independent Workshop,Chandigarh,Punjab,"26, Kulkarni Street, Pimpri-Chinchwad 808703",706419,Kashish Palla,913392035203,30.675545,76.714547,True,OK,
IW-2388,"Konda, Choudhary and Banerjee Independent Workshop (IW-2388)",Independent Workshop,Surat,Gujarat,"22/36, Sharaf Chowk, Bongaigaon-309720",196057,Ranbir Sethi,914194525154,21.162595,72.762173,True,OK,
IW-2389,Dora-Sridhar Independent Workshop (IW-2389),Independent Workshop,Rural,Unknown,"H.No. 82, Manne Street, Pallavaram-322174",424895,Lipika Mallick,914367653921,16.999011,74.280291,True,OK,
IW-2390,Gill-Natt Independent Workshop (IW-2390),Independent Workshop,Ahmedabad,Gujarat,"87/144, Buch Path, Ratlam-200473",548240,Lekha Karpe,914636091772,22.987164,72.563812,True,OK,
IW-2391,Dugal-Palla Independent Workshop (IW-2391),Independent Workshop,Hyderabad,Telangana,"47/998, Baria, Malegaon 043403",502595,Veer Bail,916450339491,17.343894,78.527141,True,OK,
IW-2393,Mohan-Shah Independent Workshop (IW-2393),Independent Workshop,Rural,Unknown,"79/00, Sachdeva Marg, Gandhinagar 919654",567246,Chakrika Arya,1711064032,29.484468,77.923767,True,OK,
IW-2394,"Wable, Gade and Kalla Independent Workshop (IW-2394)",Independent Workshop,Ahmedabad,Gujarat,"959, Khare Road, Tiruvottiyur 036308",629970,Ladli Gole,4626995298,23.051164,72.646174,True,OK,
IW-2395,Kapoor-Chokshi Independent Workshop (IW-2395),Independent Workshop,Chandigarh,Chandigarh,"H.No. 13, Rajan Ganj, Jalna-930582",162098,Netra Walia,7099979091,30.747852,76.701298,True,CORRECTED,
IW-2396,Bhargava-Purohit Independent Workshop (IW-2396),Independent Workshop,Rural,Unknown,"891, Rana Street, Bareilly-973784",827146,Victor Soni,912054874382,18.527634,73.066461,True,OK,
IW-2397,"Sandhu, Upadhyay and Madan Independent Workshop (IW-2397)",Independent Workshop,Pune,Maharashtra,"504, Sangha Chowk, Bangalore-825148",237840,Hamsini Maharaj,160611285,18.508654,73.912831,True,OK,
IW-2398,Mand Group Independent Workshop (IW-2398),Independent Workshop,Coimbatore,Tamil Nadu,"H.No. 24, Mangal Street, Raichur 685552",322657,Ikbal Subramaniam,918452555098,11.020051,76.980814,True,OK,
IW-2399,Naidu-Natarajan Independent Workshop (IW-2399),Independent Workshop,Rural,Unknown,"685, Murthy Zila, Mirzapur-178847",915737,Adya Batra,8771389592,22.093966,82.656718,True,OK,
IW-2400,Shroff-Singh Independent Workshop (IW-2400),Independent Workshop,Rural,Unknown,"562, Iyer Road, Bhimavaram 240807",393419,Mahika Madan,5422157294,23.167625,79.109678,True,OK,
IW-2401,Chawla-Sagar Independent Workshop (IW-2401),Independent Workshop,Delhi,Delhi,"28, Randhawa Circle, Jamnagar-004724",618764,Irya Venkatesh,915782827288,28.619242,77.159133,True,OK,
IW-2402,Iyer and Sons Independent Workshop (IW-2402),Independent Workshop,Rural,Unknown,"301, Sabharwal Zila, Vijayawada 318501",549183,Jeet Guha,5940937241,15.278778,74.077657,True,OK,
IW-2403,Maharaj and Sons Independent Workshop (IW-2403),Independent Workshop,Rural,Unknown,"H.No. 454, Halder, New Delhi 872541",867158,Chatura Sachdeva,917464086886,20.49472,79.329323,True,OK,
IW-2404,"Pal, Tara and Puri Independent Workshop (IW-2404)",Independent Workshop,Lucknow,Uttar Pradesh,"26/42, Shukla Marg, Panihati-723808",388078,Pranit Comar,914080103897,26.832824,80.999593,True,OK,
IW-2405,"Dara, Bir and Mutti Independent Workshop (IW-2405)",Independent Workshop,Bengaluru,Karnataka,"16/099, Shere Zila, Kumbakonam 180181",480498,Aarna Bhatti,2127745547,13.015997,77.636046,True,OK,
IW-2406,Dave Group Independent Workshop (IW-2406),Independent Workshop,Rural,Unknown,"56/099, Kaur Circle, Nagpur-554860",629900,Naksh Gokhale,3961282619,25.521664,78.671839,True,OK,
IW-2407,"Kara, Radhakrishnan and Murthy Independent Workshop (IW-2407)",Independent Workshop,Lucknow,Uttar Pradesh,"H.No. 93, Kala Nagar, Karawal Nagar-586828",204714,Eiravati Goyal,7646329739,26.801026,80.910331,True,OK,
IW-2408,Brahmbhatt Group Independent Workshop (IW-2408),Independent Workshop,Kolkata,West Bengal,"39, Toor, Sultan Pur Majra-223411",742956,Kabir Shankar,916529908859,22.606927,88.430673,True,OK,
IW-2409,Mittal PLC Independent Workshop (IW-2409),Independent Workshop,Vadodara,Gujarat,"H.No. 34, Magar Ganj, Uluberia 459425",634322,Wridesh Bora,9777249142,22.377189,73.138073,True,OK,
IW-2410,Dalal-Peri Independent Workshop (IW-2410),Independent Workshop,Surat,Gujarat,"08, Venkataraman Road, Ujjain 532091",931643,Chandran Sha,2562521004,21.134966,72.811843,True,OK,
IW-2411,Ganguly Ltd Independent Workshop (IW-2411),Independent Workshop,Visakhapatnam,Andhra Pradesh,"H.No. 06, Samra Street, Nashik-743737",806439,Fiyaz Tank,9464366534,17.621518,83.231245,True,OK,
IW-2412,Brar-Hans Independent Workshop (IW-2412),Independent Workshop,Mumbai,Maharashtra,"14, Bali Chowk, Khammam 773177",802354,Keya Johal,5154043432,19.010879,72.891577,True,OK,
IW-2413,Mall LLC Independent Workshop (IW-2413),Independent Workshop,Mumbai,Maharashtra,"73/92, Dugar Circle, Jabalpur-106565",287768,Laban Raju,6893776261,19.134511,72.927737,True,OK,
IW-2414,"Varty, Naidu and Parikh Independent Workshop (IW-2414)",Independent Workshop,Mumbai,Maharashtra,"07/45, Nigam, Ludhiana-272582",609532,Bhanumati Deol,913720553106,19.016178,72.891406,True,OK,
IW-2415,Bal Ltd Independent Workshop (IW-2415),Independent Workshop,Bengaluru,Karnataka,"93/56, Ranganathan Street, Warangal-634605",840269,Rajata Sama,7373146348,12.992701,77.577709,True,OK,
IW-2416,Hegde-Hora Independent Workshop (IW-2416),Independent Workshop,Rural,Unknown,"65/948, Sem, Satna 835499",808295,Akshay Bansal,918614730513,26.687327,77.965368,True,OK,
IW-2417,"De, Gour and Lala Independent Workshop (IW-2417)",Independent Workshop,Rural,Unknown,"H.No. 395, Tandon Chowk, Berhampore 023900",494265,Rachana Basu,910420258054,21.225911,79.534178,True,OK,
IW-2418,Sarin PLC Independent Workshop (IW-2418),Independent Workshop,Rural,Unknown,"H.No. 46, Dhawan Marg, Kollam 043371",375862,Samarth Basak,6808492050,26.602412,92.973793,True,OK,
IW-2419,Patla Ltd Independent Workshop (IW-2419),Independent Workshop,Hyderabad,Telangana,"34/668, Jani Street, Kottayam-205433",578887,Patrick Gola,6868925243,17.337533,78.548055,True,OK,
IW-2420,Kunda and Sons Independent Workshop (IW-2420),Independent Workshop,Rural,Unknown,"H.No. 85, Bobal Ganj, Madurai 853757",444021,Vinaya Sawhney,1159857549,15.331473,74.0741,True,OK,
IW-2421,Vaidya-Chacko Independent Workshop (IW-2421),Independent Workshop,Rural,Unknown,"84, Sridhar Road, Kozhikode-963380",562395,Owen Loke,918287692578,26.621825,92.996076,True,OK,
IW-2423,Sastry Inc Independent Workshop (IW-2423),Independent Workshop,Rural,Unknown,"59, Sagar Ganj, Akola-813858",962693,Sarthak Acharya,4696357095,20.502794,86.48729,True,OK,
