dealer_id,sale_date,parts_category,units_sold,revenue_inr
DLR-0426,2021-01-26,Body Parts,88,867001.45
DLR-0426,2020-03-24,Suspension,59,1036192.72
DLR-0426,2023-02-28,Cooling System,350,1066929.23
DLR-0427,2022-08-22,Body Parts,282,1425870.63
DLR-0427,2022-06-13,Cooling System,195,1298258.02
DLR-0427,2023-06-02,Filters & Fluids,499,984308.1
DLR-0427,2020-08-20,Body Parts,44,1370740.62
DLR-0427,2022-11-17,Transmission,387,1218309.65
DLR-0427,2021-07-01,Electrical,113,870828.15
DLR-0427,2020-01-08,Electrical,439,997618.37
DLR-0427,2023-05-26,Filters & Fluids,412,987746.39
DLR-0427,2023-08-06,Transmission,366,1262209.76
DLR-0427,2022-11-19,Body Parts,64,895850.5
DLR-0427,2023-03-14,Transmission,91,886028.14
DLR-0427,2021-05-16,Suspension,96,1500000.0
DLR-0427,2024-12-30,Transmission,25,1444688.9
DLR-0427,2024-02-18,Filters & Fluids,379,730547.72
DLR-0427,2023-01-28,Transmission,376,1289795.22
DLR-0427,2023-06-29,Body Parts,94,1099707.03
DLR-0427,2022-07-29,Transmission,439,1214451.49
DLR-0427,2022-09-11,Body Parts,485,1107683.36
DLR-0427,2022-11-23,Suspension,60,1500000.0
DLR-0427,2024-10-05,Cooling System,108,1195160.54
DLR-0427,2023-12-04,Engine Parts,206,1023922.75
DLR-0427,2022-04-05,Electrical,441,1487720.04
DLR-0427,2023-04-24,Suspension,346,1147979.72
DLR-0427,2023-08-08,Brakes,200,1101021.0
DLR-0427,2020-07-07,Brakes,249,1181889.49
DLR-0427,2023-01-12,Electrical,160,1010684.21
DLR-0427,2024-05-14,Electrical,463,1053875.34
DLR-0428,2024-08-13,Filters & Fluids,430,373094.56
DLR-0428,2021-11-27,Body Parts,222,341022.39
DLR-0428,2023-06-29,Engine Parts,487,292778.77
DLR-0428,2022-05-10,Electrical,130,216063.26
DLR-0428,2020-09-30,Cooling System,381,315955.11
DLR-0428,2020-10-22,Suspension,344,453517.93
DLR-0428,2022-08-28,Brakes,240,507607.93
DLR-0428,2023-07-03,Engine Parts,87,434597.17
DLR-0428,2024-12-15,Electrical,126,50000.0
DLR-0428,2022-08-23,Engine Parts,28,794544.34
DLR-0428,2023-12-21,Transmission,171,699363.62
DLR-0428,2024-08-14,Body Parts,456,574423.17
DLR-0428,2024-06-25,Cooling System,38,859460.68
DLR-0428,2023-10-06,Body Parts,424,296914.0
DLR-0428,2022-08-12,Cooling System,307,855586.9
DLR-0428,2021-10-23,Body Parts,46,299283.26
DLR-0428,2023-07-08,Cooling System,225,534053.9
DLR-0428,2022-10-13,Filters & Fluids,170,239101.72
DLR-0428,2021-02-18,Brakes,429,490365.35
DLR-0428,2024-12-04,Engine Parts,441,562802.47
DLR-0428,2022-07-15,Suspension,246,457335.39
DLR-0428,2022-11-19,Brakes,190,626706.1
DLR-0428,2023-04-09,Brakes,174,506807.82
DLR-0428,2022-10-08,Engine Parts,295,385629.13
DLR-0428,2023-04-04,Body Parts,199,376971.4
DLR-0428,2022-11-10,Transmission,95,645628.19
DLR-0429,2024-08-20,Suspension,268,276938.7
DLR-0429,2021-06-23,Cooling System,220,512310.45
DLR-0429,2021-02-24,Engine Parts,450,558406.77
DLR-0429,2020-11-14,Engine Parts,360,124692.92
DLR-0429,2022-09-07,Transmission,50,544938.96
DLR-0429,2020-11-05,Suspension,313,684063.4
DLR-0429,2022-03-28,Brakes,102,412800.56
DLR-0429,2020-08-22,Engine Parts,333,464862.63
DLR-0429,2024-10-06,Filters & Fluids,387,530550.8
DLR-0429,2020-06-29,Brakes,89,333677.65
DLR-0429,2023-03-07,Transmission,443,402342.03
DLR-0429,2023-09-04,Brakes,271,177870.07
DLR-0429,2024-04-19,Electrical,427,395795.25
DLR-0429,2024-07-13,Engine Parts,342,449716.8
DLR-0429,2024-08-21,Cooling System,13,452424.45
DLR-0429,2022-04-02,Transmission,376,534813.71
DLR-0429,2024-04-06,Engine Parts,457,258779.67
DLR-0429,2020-08-30,Engine Parts,242,295108.99
DLR-0429,2023-04-15,Electrical,122,659326.1
DLR-0429,2022-09-12,Electrical,311,352450.74
DLR-0429,2023-02-10,Electrical,208,405005.07
DLR-0429,2023-02-07,Suspension,124,364948.49
DLR-0429,2021-07-16,Transmission,348,251747.88
DLR-0429,2021-09-14,Cooling System,481,618529.38
DLR-0429,2020-04-04,Suspension,375,295844.79
DLR-0429,2021-10-09,Engine Parts,225,205907.17
DLR-0430,2021-11-02,Cooling System,271,1229555.83
DLR-0430,2023-06-11,Transmission,451,298976.4
DLR-0430,2022-11-28,Suspension,107,1109227.52
DLR-0430,2021-11-23,Filters & Fluids,363,919122.84
DLR-0430,2022-07-02,Engine Parts,419,1500000.0
DLR-0430,2022-09-24,Cooling System,130,1095951.46
DLR-0430,2024-02-23,Brakes,402,1500000.0
DLR-0430,2020-12-15,Suspension,61,1500000.0
DLR-0430,2021-10-23,Filters & Fluids,184,1500000.0
DLR-0430,2023-07-18,Engine Parts,358,1370767.03
DLR-0430,2024-09-24,Filters & Fluids,235,1500000.0
DLR-0430,2023-10-16,Engine Parts,193,585009.04
DLR-0430,2020-09-17,Brakes,278,1419732.38
DLR-0430,2022-09-06,Suspension,274,983736.92
DLR-0430,2021-07-14,Body Parts,144,1500000.0
DLR-0430,2020-04-01,Body Parts,198,1500000.0
DLR-0430,2022-11-08,Suspension,63,1500000.0
DLR-0430,2020-06-05,Body Parts,42,305315.91
DLR-0430,2021-09-23,Cooling System,496,1283261.88
DLR-0430,2020-04-15,Brakes,395,1500000.0
DLR-0430,2020-11-08,Suspension,341,1500000.0
DLR-0430,2024-06-12,Filters & Fluids,445,1061512.12
DLR-0430,2020-04-10,Suspension,215,1500000.0
DLR-0430,2023-01-02,Cooling System,68,754499.5
DLR-0430,2021-10-26,Transmission,429,933054.77
DLR-0430,2024-05-09,Brakes,390,1500000.0
DLR-0430,2020-03-17,Cooling System,459,890602.06
DLR-0431,2023-06-19,Cooling System,285,592451.26
DLR-0431,2020-04-19,Electrical,128,220454.56
DLR-0431,2023-08-01,Body Parts,421,831641.05
DLR-0431,2024-05-12,Body Parts,192,336517.37
DLR-0431,2022-05-23,Body Parts,144,443885.02
DLR-0431,2022-04-23,Cooling System,304,551969.59
DLR-0431,2024-07-17,Body Parts,22,377256.76
DLR-0431,2024-04-08,Suspension,429,515464.16
DLR-0431,2024-04-30,Transmission,381,599694.56
DLR-0431,2024-10-19,Transmission,498,674819.58
DLR-0431,2021-09-02,Engine Parts,43,641842.0
DLR-0431,2022-06-03,Suspension,490,453996.96
DLR-0431,2020-10-02,Filters & Fluids,255,458906.8
DLR-0431,2021-03-23,Cooling System,269,945576.17
DLR-0431,2023-09-17,Suspension,454,672728.37
DLR-0431,2020-08-31,Filters & Fluids,308,307744.39
DLR-0431,2022-10-17,Filters & Fluids,241,506997.69
DLR-0431,2023-12-17,Electrical,317,422147.09
DLR-0431,2023-12-11,Electrical,349,461109.82
DLR-0431,2022-06-18,Suspension,63,247748.44
DLR-0431,2022-11-08,Transmission,296,407174.97
DLR-0431,2024-05-04,Suspension,373,840753.38
DLR-0431,2020-03-18,Electrical,299,600419.88
DLR-0431,2024-08-26,Brakes,179,50000.0
DLR-0431,2023-02-19,Filters & Fluids,481,724761.08
DLR-0431,2023-12-15,Body Parts,338,699977.76
DLR-0431,2020-12-01,Suspension,126,417439.37
DLR-0432,2021-09-06,Brakes,202,1351250.69
DLR-0432,2024-10-16,Filters & Fluids,45,689052.33
DLR-0432,2023-01-31,Filters & Fluids,330,852492.6
DLR-0432,2024-02-22,Body Parts,285,1500000.0
DLR-0432,2021-05-21,Transmission,418,935873.38
DLR-0432,2022-03-07,Engine Parts,494,264712.7
DLR-0432,2022-08-13,Suspension,163,1023412.65
DLR-0432,2021-08-20,Transmission,443,1016992.87
DLR-0432,2022-08-22,Body Parts,209,1500000.0
DLR-0432,2020-12-27,Brakes,186,1056021.3
DLR-0432,2024-03-01,Filters & Fluids,288,872935.43
DLR-0432,2021-08-03,Brakes,481,1488923.58
DLR-0432,2023-07-08,Cooling System,147,1100731.9
DLR-0432,2024-02-26,Brakes,227,734990.47
DLR-0432,2020-05-10,Cooling System,11,1500000.0
DLR-0432,2021-11-20,Engine Parts,495,1131337.94
DLR-0432,2020-11-26,Electrical,49,1051228.91
DLR-0432,2022-11-17,Brakes,217,1124721.52
DLR-0432,2023-03-02,Brakes,340,600319.28
DLR-0432,2024-09-04,Body Parts,466,828385.41
DLR-0432,2020-07-21,Suspension,413,1051504.69
DLR-0432,2024-04-12,Body Parts,438,968241.25
DLR-0433,2023-09-29,Cooling System,207,1500000.0
DLR-0433,2023-12-02,Engine Parts,371,1141310.46
DLR-0433,2023-04-24,Body Parts,428,1409059.65
DLR-0433,2023-02-25,Suspension,365,1053946.05
DLR-0433,2022-09-24,Cooling System,157,1493641.16
DLR-0433,2020-02-22,Electrical,312,1216961.66
DLR-0433,2024-07-17,Electrical,284,1055636.6
DLR-0433,2022-04-09,Body Parts,350,1044421.1
DLR-0433,2023-07-28,Suspension,113,649135.78
DLR-0433,2024-04-27,Engine Parts,425,1262904.6
DLR-0433,2020-11-06,Transmission,446,1033114.01
DLR-0433,2023-07-23,Filters & Fluids,487,839163.38
DLR-0433,2024-03-14,Engine Parts,304,1500000.0
DLR-0433,2024-01-26,Transmission,372,524909.27
DLR-0433,2024-08-04,Electrical,69,872551.72
DLR-0433,2023-02-16,Suspension,222,1481641.87
DLR-0433,2022-02-11,Cooling System,245,1182519.64
DLR-0433,2020-09-09,Transmission,222,1029899.25
DLR-0433,2022-04-27,Transmission,497,1155421.49
DLR-0433,2020-06-08,Engine Parts,81,1125353.95
DLR-0433,2021-10-03,Transmission,478,413001.73
DLR-0433,2021-05-07,Body Parts,99,903310.01
DLR-0433,2024-07-19,Engine Parts,78,1500000.0
DLR-0433,2024-06-12,Electrical,78,773083.86
DLR-0434,2021-07-04,Engine Parts,47,425431.3
DLR-0434,2021-03-03,Cooling System,226,381883.95
DLR-0434,2023-02-08,Suspension,466,470532.03
DLR-0434,2022-05-12,Cooling System,193,373791.05
DLR-0434,2023-06-18,Engine Parts,58,582414.59
DLR-0434,2022-08-29,Cooling System,324,525976.12
DLR-0434,2020-05-27,Filters & Fluids,86,638341.78
DLR-0434,2023-07-25,Body Parts,151,282566.47
DLR-0434,2024-07-25,Transmission,71,421133.61
DLR-0434,2021-07-15,Body Parts,23,443484.09
DLR-0434,2023-06-17,Electrical,118,576351.15
DLR-0434,2021-05-17,Filters & Fluids,42,332821.87
DLR-0434,2022-07-26,Body Parts,445,666052.49
DLR-0434,2022-03-20,Filters & Fluids,232,718851.04
DLR-0434,2024-12-10,Body Parts,81,294669.89
DLR-0434,2024-11-13,Transmission,426,391779.79
DLR-0434,2020-04-17,Brakes,291,383773.36
DLR-0434,2022-02-24,Suspension,260,1000815.31
DLR-0434,2024-03-19,Electrical,204,403669.48
DLR-0434,2021-03-22,Brakes,300,814636.96
DLR-0434,2023-04-12,Filters & Fluids,386,240506.76
DLR-0434,2023-08-09,Transmission,467,294518.06
DLR-0434,2023-06-08,Filters & Fluids,192,353612.12
DLR-0435,2023-08-02,Electrical,258,694810.49
DLR-0435,2023-11-04,Cooling System,202,937482.53
DLR-0435,2024-10-08,Body Parts,425,752313.15
DLR-0435,2020-07-08,Body Parts,321,705876.53
DLR-0435,2020-04-02,Engine Parts,120,1500000.0
DLR-0435,2024-10-23,Filters & Fluids,11,1500000.0
DLR-0435,2021-01-01,Filters & Fluids,185,1448704.53
DLR-0435,2020-05-10,Suspension,435,1270079.56
DLR-0435,2024-05-20,Body Parts,409,1088952.09
DLR-0435,2021-08-13,Body Parts,458,841247.11
DLR-0435,2023-01-30,Transmission,256,649673.85
DLR-0435,2020-10-15,Electrical,283,1202458.2
DLR-0435,2023-01-02,Suspension,303,557075.24
DLR-0435,2020-01-02,Body Parts,250,632553.21
DLR-0435,2024-03-26,Suspension,499,1500000.0
DLR-0435,2021-04-23,Brakes,139,1500000.0
DLR-0435,2022-01-09,Body Parts,203,1215183.96
DLR-0435,2024-02-06,Brakes,201,1500000.0
DLR-0435,2023-11-07,Cooling System,159,946743.71
DLR-0435,2023-04-03,Suspension,86,488176.84
DLR-0435,2022-01-02,Brakes,68,1307112.08
DLR-0435,2021-06-17,Cooling System,279,1289101.52
DLR-0436,2022-08-13,Filters & Fluids,119,848650.62
DLR-0436,2020-05-10,Electrical,457,745016.1
DLR-0436,2023-11-10,Engine Parts,158,1142529.49
DLR-0436,2020-01-29,Filters & Fluids,156,499708.1
DLR-0436,2021-05-14,Cooling System,263,569652.41
DLR-0436,2023-08-25,Transmission,227,492324.85
DLR-0436,2020-07-13,Suspension,36,853041.08
DLR-0436,2023-12-01,Filters & Fluids,267,465995.31
DLR-0436,2020-04-15,Engine Parts,61,599200.08
DLR-0436,2024-01-20,Cooling System,134,592100.66
DLR-0436,2020-06-24,Body Parts,115,738999.25
DLR-0436,2023-04-07,Brakes,176,334166.43
DLR-0436,2020-07-07,Brakes,138,853777.65
DLR-0436,2021-04-13,Transmission,256,1236610.2
DLR-0436,2022-12-31,Transmission,97,869712.15
DLR-0436,2023-07-16,Brakes,493,1333635.98
DLR-0436,2024-06-26,Engine Parts,258,1265219.4
DLR-0436,2024-06-23,Brakes,290,1081652.57
DLR-0436,2022-07-23,Brakes,33,849646.33
DLR-0436,2023-06-13,Transmission,333,832425.13
DLR-0436,2022-12-10,Filters & Fluids,226,1077053.92
DLR-0436,2021-09-08,Electrical,179,695748.7
DLR-0436,2024-04-07,Cooling System,439,203768.15
DLR-0436,2020-04-18,Transmission,338,987361.34
DLR-0436,2023-01-27,Engine Parts,83,451747.35
DLR-0436,2024-11-03,Transmission,430,507493.39
DLR-0436,2023-03-30,Suspension,135,825073.9
DLR-0436,2024-07-14,Brakes,200,793608.79
DLR-0437,2021-01-02,Suspension,16,456928.25
DLR-0437,2022-04-07,Engine Parts,37,1119506.46
DLR-0437,2021-01-13,Suspension,37,1455778.66
DLR-0437,2021-01-13,Transmission,457,576096.54
DLR-0437,2021-11-17,Filters & Fluids,475,1500000.0
DLR-0437,2023-11-25,Engine Parts,355,394728.25
DLR-0437,2021-10-30,Electrical,96,1500000.0
DLR-0437,2021-08-13,Brakes,59,877270.62
DLR-0437,2021-08-15,Electrical,23,1111159.14
DLR-0437,2022-04-06,Transmission,255,255345.9
DLR-0437,2020-03-16,Brakes,171,1023902.85
DLR-0437,2020-06-03,Body Parts,173,1145962.51
DLR-0437,2024-02-21,Electrical,19,1013811.92
DLR-0437,2020-07-14,Transmission,227,813505.95
DLR-0437,2021-05-26,Suspension,444,652442.9
DLR-0437,2024-02-24,Electrical,75,1500000.0
DLR-0437,2020-10-04,Electrical,152,1062939.0
DLR-0437,2020-03-17,Engine Parts,173,1500000.0
DLR-0437,2021-04-20,Electrical,104,828877.41
DLR-0437,2023-09-23,Electrical,34,867386.23
DLR-0437,2022-02-01,Transmission,81,1392549.58
DLR-0437,2023-09-03,Engine Parts,58,368350.52
DLR-0437,2023-09-20,Engine Parts,445,540345.39
DLR-0437,2020-06-03,Brakes,398,1500000.0
DLR-0438,2021-06-08,Body Parts,117,557787.75
DLR-0438,2021-04-02,Brakes,108,285998.57
DLR-0438,2021-04-11,Electrical,196,1500000.0
DLR-0438,2021-01-06,Transmission,499,464596.59
DLR-0438,2020-08-27,Suspension,91,1127330.15
DLR-0438,2021-05-13,Body Parts,181,1079015.78
DLR-0438,2024-08-31,Transmission,357,50000.0
DLR-0438,2021-08-03,Filters & Fluids,74,937726.85
DLR-0438,2021-03-19,Body Parts,105,1238333.56
DLR-0438,2022-10-22,Transmission,162,1198809.94
DLR-0438,2024-05-01,Body Parts,322,1429478.69
DLR-0438,2022-06-25,Transmission,416,887253.65
DLR-0438,2020-01-11,Electrical,145,1349251.87
DLR-0438,2023-04-10,Transmission,229,760481.79
DLR-0438,2021-01-30,Body Parts,99,457603.69
DLR-0438,2024-03-06,Engine Parts,383,504954.08
DLR-0438,2024-07-17,Filters & Fluids,136,435913.61
DLR-0438,2022-06-14,Cooling System,335,1474026.11
DLR-0438,2023-10-04,Cooling System,330,413879.13
DLR-0438,2024-11-10,Suspension,151,1165096.31
DLR-0438,2023-09-17,Filters & Fluids,100,938311.84
DLR-0438,2023-06-27,Cooling System,435,1006887.6
DLR-0438,2021-04-20,Filters & Fluids,217,1500000.0
DLR-0439,2021-11-16,Electrical,206,402006.66
DLR-0439,2022-04-07,Filters & Fluids,426,606762.3
DLR-0439,2021-11-11,Brakes,146,494824.85
DLR-0439,2022-09-26,Transmission,90,457856.31
DLR-0439,2022-01-27,Suspension,456,935993.98
DLR-0439,2023-08-02,Engine Parts,327,206438.36
DLR-0439,2022-05-03,Transmission,163,738880.71
DLR-0439,2020-08-03,Body Parts,252,615499.28
DLR-0439,2024-05-22,Filters & Fluids,122,393992.63
DLR-0439,2021-05-25,Transmission,444,805217.11
DLR-0439,2023-04-06,Filters & Fluids,91,127118.53
DLR-0439,2021-08-13,Cooling System,408,385755.5
DLR-0439,2021-07-08,Transmission,232,251845.97
DLR-0439,2024-01-13,Filters & Fluids,351,567856.28
DLR-0439,2021-04-22,Filters & Fluids,116,270452.5
DLR-0439,2023-02-23,Transmission,75,571947.47
DLR-0439,2024-04-09,Filters & Fluids,392,451144.9
DLR-0439,2021-05-26,Electrical,158,394025.98
DLR-0439,2021-02-18,Transmission,262,563286.21
DLR-0439,2023-04-28,Electrical,162,435118.78
DLR-0439,2020-07-30,Filters & Fluids,253,275216.21
DLR-0440,2020-11-16,Cooling System,452,1500000.0
DLR-0440,2023-08-13,Transmission,496,1026544.74
DLR-0440,2021-02-06,Suspension,175,144019.37
DLR-0440,2021-07-09,Suspension,491,845529.67
DLR-0440,2023-09-12,Body Parts,220,628688.89
DLR-0440,2023-01-28,Filters & Fluids,266,1500000.0
DLR-0440,2024-03-14,Transmission,136,1439042.86
DLR-0440,2023-10-01,Engine Parts,221,1478343.53
DLR-0440,2024-05-26,Brakes,211,1086288.54
DLR-0440,2024-02-05,Electrical,161,1132531.37
DLR-0440,2023-03-04,Cooling System,312,1085825.14
DLR-0440,2023-08-01,Suspension,325,1233591.48
DLR-0440,2023-05-31,Brakes,222,1500000.0
DLR-0440,2020-07-15,Filters & Fluids,450,1446398.46
DLR-0440,2021-04-04,Brakes,61,1500000.0
DLR-0440,2022-03-17,Suspension,365,1500000.0
DLR-0440,2022-08-03,Brakes,24,1500000.0
DLR-0440,2021-05-16,Engine Parts,264,1421956.52
DLR-0440,2024-07-09,Suspension,252,1458012.52
DLR-0440,2020-09-24,Transmission,40,1500000.0
DLR-0440,2022-08-23,Electrical,406,935826.58
DLR-0441,2020-07-14,Body Parts,284,246638.61
DLR-0441,2023-06-10,Transmission,427,197111.76
DLR-0441,2022-09-14,Engine Parts,294,402437.18
DLR-0441,2020-10-13,Transmission,384,96940.16
DLR-0441,2021-07-17,Suspension,70,444323.11
DLR-0441,2020-09-26,Brakes,156,358621.04
DLR-0441,2022-03-26,Suspension,313,545195.95
DLR-0441,2024-04-22,Body Parts,410,274212.4
DLR-0441,2024-05-02,Cooling System,213,344502.26
DLR-0441,2021-01-11,Filters & Fluids,338,543330.5
DLR-0441,2021-07-23,Electrical,393,582470.35
DLR-0441,2023-03-30,Electrical,208,272977.15
DLR-0441,2024-09-21,Body Parts,186,402267.18
DLR-0441,2024-03-17,Transmission,115,419162.85
DLR-0441,2024-07-29,Suspension,316,431048.01
DLR-0441,2020-08-10,Cooling System,81,335613.65
DLR-0441,2024-03-12,Body Parts,15,567207.51
DLR-0441,2021-03-16,Transmission,430,91544.48
DLR-0441,2023-03-18,Body Parts,268,311830.46
DLR-0441,2024-09-29,Brakes,351,442189.61
DLR-0442,2021-01-06,Transmission,369,576658.84
DLR-0442,2022-02-23,Body Parts,300,751288.01
DLR-0442,2022-07-31,Brakes,327,721153.95
DLR-0442,2022-04-19,Cooling System,354,431819.38
DLR-0442,2020-02-22,Transmission,359,740974.89
DLR-0442,2024-12-25,Suspension,121,348261.86
DLR-0442,2021-11-04,Suspension,317,669023.04
DLR-0442,2020-08-15,Engine Parts,63,840551.88
DLR-0442,2022-03-08,Brakes,96,724414.1
DLR-0442,2021-12-17,Engine Parts,68,508125.22
DLR-0442,2022-04-01,Suspension,300,422803.14
DLR-0442,2023-05-17,Body Parts,384,189424.7
DLR-0442,2023-04-13,Engine Parts,399,548055.23
DLR-0442,2024-03-24,Brakes,109,270032.64
DLR-0442,2021-04-08,Suspension,149,332838.74
DLR-0442,2021-07-10,Suspension,253,255304.57
DLR-0442,2023-09-25,Transmission,436,397723.5
DLR-0442,2022-09-14,Suspension,499,482045.96
DLR-0442,2023-11-05,Body Parts,283,540854.84
DLR-0442,2024-06-15,Brakes,154,370401.21
DLR-0442,2020-04-03,Body Parts,55,696010.32
DLR-0443,2020-05-25,Transmission,262,962553.79
DLR-0443,2023-05-14,Suspension,29,719156.58
DLR-0443,2020-05-31,Body Parts,475,1145042.75
DLR-0443,2023-01-19,Brakes,63,1500000.0
DLR-0443,2022-03-31,Engine Parts,154,1190767.44
DLR-0443,2023-03-30,Brakes,405,897600.64
DLR-0443,2020-02-21,Engine Parts,444,408466.23
DLR-0443,2021-09-30,Electrical,467,957846.83
DLR-0443,2020-03-20,Electrical,281,1148669.81
DLR-0443,2023-02-24,Transmission,446,887216.03
DLR-0443,2022-05-04,Brakes,216,350538.45
DLR-0443,2023-01-19,Engine Parts,392,692762.54
DLR-0443,2020-05-28,Engine Parts,136,1500000.0
DLR-0443,2021-08-20,Electrical,72,1500000.0
DLR-0443,2024-09-27,Suspension,142,677611.55
DLR-0443,2022-10-24,Filters & Fluids,164,1332557.85
DLR-0443,2023-02-07,Body Parts,464,554999.43
DLR-0443,2020-11-15,Engine Parts,117,1500000.0
DLR-0443,2021-10-15,Suspension,48,1152999.06
DLR-0443,2022-05-21,Engine Parts,366,1448849.43
DLR-0444,2023-03-04,Brakes,258,470943.99
DLR-0444,2024-09-10,Brakes,115,1500000.0
DLR-0444,2023-01-18,Transmission,40,1495395.56
DLR-0444,2020-06-12,Filters & Fluids,413,1500000.0
DLR-0444,2022-09-11,Brakes,447,1500000.0
DLR-0444,2023-12-08,Brakes,414,1500000.0
DLR-0444,2022-10-11,Brakes,114,1139502.22
DLR-0444,2024-11-30,Electrical,410,1500000.0
DLR-0444,2023-12-15,Brakes,308,1463907.3
DLR-0444,2023-10-28,Body Parts,484,976329.03
DLR-0444,2024-10-01,Engine Parts,79,947908.66
DLR-0444,2021-09-13,Cooling System,352,613701.35
DLR-0444,2024-11-11,Engine Parts,92,1193825.3
DLR-0444,2022-12-02,Brakes,158,1500000.0
DLR-0444,2020-07-07,Brakes,77,1500000.0
DLR-0444,2024-09-17,Cooling System,445,1182139.38
DLR-0444,2023-07-18,Body Parts,172,1500000.0
DLR-0444,2020-10-06,Cooling System,488,1000514.03
DLR-0444,2023-11-28,Brakes,405,1500000.0
DLR-0444,2023-05-29,Suspension,233,1392221.78
DLR-0444,2022-09-02,Filters & Fluids,261,1500000.0
DLR-0444,2022-02-18,Body Parts,450,553662.98
DLR-0444,2022-05-27,Suspension,319,989881.35
DLR-0444,2020-05-26,Suspension,293,517052.6
DLR-0444,2024-06-03,Brakes,29,1344241.97
DLR-0444,2023-07-28,Cooling System,164,1500000.0
DLR-0444,2023-06-12,Brakes,346,1196731.67
DLR-0445,2020-09-07,Body Parts,96,477435.85
DLR-0445,2021-05-25,Electrical,70,809213.86
DLR-0445,2021-12-14,Body Parts,459,856451.89
DLR-0445,2020-04-08,Brakes,373,578742.94
DLR-0445,2021-05-01,Brakes,481,764331.56
DLR-0445,2021-11-18,Suspension,179,341530.91
DLR-0445,2020-04-15,Transmission,315,930713.84
DLR-0445,2023-09-20,Transmission,348,1115689.51
DLR-0445,2021-01-14,Transmission,44,725091.79
DLR-0445,2022-04-12,Body Parts,426,99760.41
DLR-0445,2021-12-06,Filters & Fluids,95,466024.74
DLR-0445,2021-10-23,Electrical,397,747078.08
DLR-0445,2023-09-05,Cooling System,388,498844.08
DLR-0445,2021-09-30,Brakes,11,905327.65
DLR-0445,2020-10-11,Filters & Fluids,154,741157.74
DLR-0445,2022-09-23,Brakes,488,430445.88
DLR-0445,2023-12-20,Cooling System,308,607743.55
DLR-0445,2023-01-16,Body Parts,276,385480.03
DLR-0445,2022-12-12,Filters & Fluids,228,556179.63
DLR-0445,2022-03-10,Body Parts,269,466897.62
DLR-0445,2023-03-13,Suspension,39,881942.83
DLR-0445,2020-03-03,Filters & Fluids,64,1107842.89
DLR-0445,2023-04-25,Filters & Fluids,231,256514.8
DLR-0445,2022-07-13,Filters & Fluids,490,138428.09
DLR-0445,2023-09-20,Transmission,116,541158.62
DLR-0445,2022-01-18,Filters & Fluids,408,235580.23
DLR-0446,2021-08-29,Electrical,446,1500000.0
DLR-0446,2021-01-12,Cooling System,336,1500000.0
DLR-0446,2024-01-23,Brakes,243,1500000.0
DLR-0446,2020-11-15,Transmission,216,1500000.0
DLR-0446,2020-09-29,Filters & Fluids,217,1384106.87
DLR-0446,2022-01-21,Engine Parts,142,312969.05
DLR-0446,2022-02-22,Engine Parts,253,1500000.0
DLR-0446,2020-02-16,Engine Parts,52,1500000.0
DLR-0446,2021-08-25,Body Parts,66,1500000.0
DLR-0446,2024-09-13,Suspension,12,1074907.14
DLR-0446,2024-08-03,Transmission,270,1238968.44
DLR-0446,2023-08-20,Transmission,450,613198.65
DLR-0446,2021-01-03,Body Parts,30,125224.32
DLR-0446,2024-05-31,Cooling System,408,834901.75
DLR-0446,2024-07-12,Brakes,458,557804.51
DLR-0446,2020-01-11,Engine Parts,336,1500000.0
DLR-0446,2024-07-22,Transmission,219,1189119.57
DLR-0446,2023-01-13,Engine Parts,354,1177057.72
DLR-0446,2021-07-10,Brakes,258,909352.17
DLR-0446,2020-10-04,Electrical,13,50000.0
DLR-0446,2022-08-24,Transmission,96,1500000.0
DLR-0446,2021-01-28,Brakes,72,899837.69
DLR-0446,2021-12-20,Electrical,81,1252547.96
DLR-0446,2021-04-14,Electrical,292,627064.7
DLR-0446,2020-10-30,Electrical,99,1500000.0
DLR-0446,2023-02-12,Electrical,155,1500000.0
DLR-0446,2020-01-27,Body Parts,251,1004180.83
DLR-0446,2021-10-31,Electrical,279,1264662.23
DLR-0447,2022-01-03,Body Parts,26,1378799.37
DLR-0447,2020-01-03,Body Parts,57,800920.09
DLR-0447,2020-03-20,Body Parts,241,765027.93
DLR-0447,2023-05-24,Brakes,126,514344.11
DLR-0447,2022-02-02,Brakes,370,199788.22
DLR-0447,2020-08-24,Suspension,187,772187.24
DLR-0447,2023-09-28,Engine Parts,432,932410.09
DLR-0447,2024-10-12,Filters & Fluids,109,1187862.87
DLR-0447,2021-10-14,Cooling System,484,82996.14
DLR-0447,2020-10-25,Electrical,402,453718.21
DLR-0447,2023-08-10,Electrical,482,633355.44
DLR-0447,2024-08-17,Engine Parts,415,823851.32
DLR-0447,2022-06-13,Body Parts,70,777138.88
DLR-0447,2023-08-02,Filters & Fluids,499,784842.73
DLR-0447,2022-09-29,Engine Parts,316,959671.7
DLR-0447,2024-04-03,Cooling System,278,526913.27
DLR-0447,2021-05-07,Engine Parts,75,1133266.68
DLR-0447,2023-01-11,Engine Parts,445,968039.31
DLR-0447,2020-05-29,Engine Parts,468,719455.35
DLR-0447,2021-09-06,Brakes,328,1353299.64
DLR-0447,2021-08-12,Filters & Fluids,134,1338617.29
DLR-0447,2021-09-09,Brakes,323,1132855.47
DLR-0447,2021-11-12,Electrical,412,50000.0
DLR-0448,2024-04-07,Brakes,486,1500000.0
DLR-0448,2023-09-05,Body Parts,157,1500000.0
