dealer_id,city,sale_date,parts_category,units_sold,revenue_inr
DLR-0266,Ahmedabad,2023-11-06,Suspension,340,913000
DLR-0266,Ahmedabad,2023-11-29,Brakes,241,704000
DLR-0266,Ahmedabad,2023-12-31,Engine Parts,209,583000
DLR-0266,Ahmedabad,2023-03-16,Body Parts,194,1135000
DLR-0266,Ahmedabad,2022-02-19,Engine Parts,261,938000
DLR-0266,Ahmedabad,2022-06-12,Tyres & Wheels,475,794000
DLR-0266,Ahmedabad,2022-05-18,Brakes,233,613000
DLR-0267,Vadodara,2021-12-14,Suspension,147,403000
DLR-0267,Vadodara,2022-01-20,Transmission,255,679000
DLR-0267,Vadodara,2020-11-19,Electrical,122,528000
DLR-0267,Vadodara,2024-10-14,Suspension,443,438000
DLR-0267,Vadodara,2020-03-15,Filters,196,576000
DLR-0267,Vadodara,2020-04-08,Suspension,56,404000
DLR-0267,Vadodara,2023-12-19,Electrical,57,705000
DLR-0267,Vadodara,2023-06-14,Engine Parts,138,686000
DLR-0267,Vadodara,2020-06-11,Transmission,241,449000
DLR-0267,Vadodara,2020-11-01,Transmission,82,428000
DLR-0267,Vadodara,2024-10-24,Filters,152,170000
DLR-0267,Vadodara,2024-11-18,Electrical,127,317000
DLR-0267,Vadodara,2022-04-18,Transmission,95,336000
DLR-0267,Vadodara,2022-12-02,Brakes,128,528000
DLR-0267,Vadodara,2024-11-20,Brakes,327,468000
DLR-0267,Vadodara,2020-04-16,Electrical,157,335000
DLR-0267,Vadodara,2023-01-27,Tyres & Wheels,492,473000
DLR-0267,Vadodara,2022-05-16,Electrical,130,576000
DLR-0267,Vadodara,2020-02-05,Suspension,318,579000
DLR-0267,Vadodara,2023-12-30,Brakes,44,263000
DLR-0267,Vadodara,2024-05-01,Brakes,147,493000
DLR-0267,Vadodara,2024-07-31,Electrical,283,330000
DLR-0267,Vadodara,2020-09-11,Tyres & Wheels,293,627000
DLR-0267,Vadodara,2024-04-07,Body Parts,380,612000
DLR-0268,Chennai,2020-11-08,Electrical,135,660000
DLR-0268,Chennai,2024-05-30,Engine Parts,176,687000
DLR-0268,Chennai,2024-10-17,Electrical,402,748000
DLR-0268,Chennai,2021-07-11,Engine Parts,266,389000
DLR-0268,Chennai,2022-10-30,Engine Parts,211,907000
DLR-0268,Chennai,2020-10-03,Electrical,34,785000
DLR-0268,Chennai,2022-08-18,Electrical,443,1034000
DLR-0268,Chennai,2020-09-27,Suspension,451,620000
DLR-0268,Chennai,2023-06-01,Body Parts,303,716000
DLR-0268,Chennai,2024-05-22,Transmission,246,539000
DLR-0268,Chennai,2021-05-18,Tyres & Wheels,99,639000
DLR-0268,Chennai,2023-12-25,Brakes,375,604000
DLR-0268,Chennai,2021-05-23,Electrical,337,1039000
DLR-0268,Chennai,2023-05-26,Engine Parts,44,700000
DLR-0268,Chennai,2022-02-11,Electrical,10,865000
DLR-0268,Chennai,2021-08-11,Tyres & Wheels,280,764000
DLR-0268,Chennai,2024-06-24,Tyres & Wheels,356,586000
DLR-0268,Chennai,2024-03-24,Filters,291,806000
DLR-0268,Chennai,2023-01-13,Filters,465,960000
DLR-0268,Chennai,2022-12-11,Tyres & Wheels,341,598000
DLR-0268,Chennai,2022-11-30,Body Parts,412,1002000
DLR-0268,Chennai,2023-05-25,Filters,394,670000
DLR-0269,Jaipur,2022-12-08,Filters,95,743000
DLR-0269,Jaipur,2022-10-27,Tyres & Wheels,74,946000
DLR-0269,Jaipur,2024-07-06,Engine Parts,115,707000
DLR-0269,Jaipur,2020-05-30,Body Parts,441,848000
DLR-0269,Jaipur,2021-09-03,Brakes,319,777000
DLR-0269,Jaipur,2022-04-24,Filters,202,866000
DLR-0269,Jaipur,2021-09-05,Body Parts,22,364000
DLR-0269,Jaipur,2021-10-06,Tyres & Wheels,111,474000
DLR-0269,Jaipur,2024-03-16,Engine Parts,120,963000
DLR-0269,Jaipur,2022-06-10,Electrical,240,1047000
DLR-0269,Jaipur,2024-11-06,Electrical,342,658000
DLR-0269,Jaipur,2024-06-13,Transmission,212,791000
DLR-0269,Jaipur,2021-05-15,Electrical,18,899000
DLR-0269,Jaipur,2021-04-10,Tyres & Wheels,139,979000
DLR-0269,Jaipur,2022-09-23,Filters,248,434000
DLR-0269,Jaipur,2023-12-30,Tyres & Wheels,200,663000
DLR-0269,Jaipur,2024-12-12,Suspension,247,773000
DLR-0269,Jaipur,2020-09-24,Filters,36,981000
DLR-0269,Jaipur,2021-05-17,Electrical,469,1340000
DLR-0269,Jaipur,2023-08-03,Brakes,161,794000
DLR-0269,Jaipur,2022-02-05,Engine Parts,189,559000
DLR-0269,Jaipur,2022-08-10,Filters,464,920000
DLR-0269,Jaipur,2023-08-31,Filters,49,1104000
DLR-0269,Jaipur,2023-05-10,Transmission,191,862000
DLR-0270,Varanasi,2023-02-03,Tyres & Wheels,30,288000
DLR-0270,Varanasi,2024-11-13,Tyres & Wheels,44,456000
DLR-0270,Varanasi,2021-12-22,Body Parts,109,430000
DLR-0270,Varanasi,2021-09-27,Electrical,15,278000
DLR-0270,Varanasi,2020-07-26,Electrical,391,404000
DLR-0270,Varanasi,2023-12-27,Transmission,40,460000
DLR-0270,Varanasi,2020-02-20,Suspension,332,476000
DLR-0270,Varanasi,2022-12-03,Body Parts,22,364000
DLR-0270,Varanasi,2022-07-07,Filters,181,338000
DLR-0270,Varanasi,2024-06-23,Tyres & Wheels,187,480000
DLR-0270,Varanasi,2023-06-27,Body Parts,155,261000
DLR-0270,Varanasi,2022-01-23,Engine Parts,420,409000
DLR-0270,Varanasi,2022-11-24,Brakes,462,247000
DLR-0270,Varanasi,2022-06-16,Tyres & Wheels,231,466000
DLR-0270,Varanasi,2024-04-12,Engine Parts,351,347000
DLR-0270,Varanasi,2024-05-15,Brakes,88,484000
DLR-0270,Varanasi,2024-08-16,Filters,179,414000
DLR-0270,Varanasi,2023-09-14,Tyres & Wheels,384,260000
DLR-0270,Varanasi,2024-01-19,Transmission,83,498000
DLR-0270,Varanasi,2020-10-18,Suspension,57,510000
DLR-0270,Varanasi,2023-06-17,Filters,151,449000
DLR-0270,Varanasi,2022-03-18,Suspension,31,301000
DLR-0270,Varanasi,2020-03-31,Transmission,16,342000
DLR-0270,Varanasi,2020-09-29,Suspension,224,383000
DLR-0270,Varanasi,2023-03-11,Suspension,223,307000
DLR-0270,Varanasi,2024-06-25,Electrical,228,522000
DLR-0270,Varanasi,2023-01-25,Transmission,479,383000
DLR-0270,Varanasi,2021-03-07,Engine Parts,43,127000
DLR-0271,Patna,2024-10-24,Engine Parts,145,554000
DLR-0271,Patna,2024-01-29,Tyres & Wheels,412,465000
DLR-0271,Patna,2020-05-15,Suspension,249,500000
DLR-0271,Patna,2020-12-05,Tyres & Wheels,68,462000
DLR-0271,Patna,2020-06-12,Tyres & Wheels,425,615000
DLR-0271,Patna,2021-12-02,Body Parts,445,656000
DLR-0271,Patna,2022-08-18,Transmission,305,547000
DLR-0271,Patna,2023-02-17,Body Parts,333,466000
DLR-0271,Patna,2023-09-23,Body Parts,279,505000
DLR-0271,Patna,2020-11-14,Transmission,422,513000
DLR-0271,Patna,2023-05-01,Suspension,125,406000
DLR-0271,Patna,2024-07-26,Engine Parts,232,585000
DLR-0271,Patna,2022-09-16,Transmission,178,570000
DLR-0271,Patna,2022-11-08,Transmission,265,710000
DLR-0271,Patna,2024-01-23,Filters,36,673000
DLR-0271,Patna,2023-04-26,Transmission,420,421000
DLR-0271,Patna,2024-11-02,Transmission,64,617000
DLR-0271,Patna,2024-08-14,Electrical,294,386000
DLR-0271,Patna,2021-04-02,Suspension,460,600000
DLR-0271,Patna,2021-05-24,Tyres & Wheels,473,443000
DLR-0271,Patna,2020-11-09,Brakes,367,377000
DLR-0271,Patna,2023-01-15,Body Parts,221,546000
DLR-0272,Visakhapatnam,2022-05-08,Body Parts,163,162000
DLR-0272,Visakhapatnam,2020-06-15,Suspension,93,282000
DLR-0272,Visakhapatnam,2023-06-30,Tyres & Wheels,495,487000
DLR-0272,Visakhapatnam,2023-09-19,Brakes,406,521000
DLR-0272,Visakhapatnam,2021-10-04,Engine Parts,233,462000
DLR-0272,Visakhapatnam,2022-04-11,Filters,88,305000
DLR-0272,Visakhapatnam,2022-04-28,Tyres & Wheels,25,404000
DLR-0272,Visakhapatnam,2021-11-14,Body Parts,70,561000
DLR-0272,Visakhapatnam,2021-09-22,Suspension,259,586000
DLR-0272,Visakhapatnam,2024-12-05,Tyres & Wheels,485,508000
DLR-0272,Visakhapatnam,2022-03-22,Suspension,217,660000
DLR-0272,Visakhapatnam,2022-05-30,Suspension,156,562000
DLR-0272,Visakhapatnam,2021-05-13,Electrical,182,413000
DLR-0272,Visakhapatnam,2020-11-22,Body Parts,313,474000
DLR-0272,Visakhapatnam,2022-02-10,Brakes,61,328000
DLR-0272,Visakhapatnam,2020-06-17,Brakes,417,496000
DLR-0272,Visakhapatnam,2024-02-19,Engine Parts,86,655000
DLR-0272,Visakhapatnam,2023-01-11,Filters,262,599000
DLR-0272,Visakhapatnam,2020-07-08,Electrical,36,692000
DLR-0272,Visakhapatnam,2020-01-05,Tyres & Wheels,100,471000
DLR-0272,Visakhapatnam,2020-03-07,Electrical,159,685000
DLR-0272,Visakhapatnam,2024-09-23,Body Parts,357,485000
DLR-0272,Visakhapatnam,2023-11-05,Body Parts,351,701000
DLR-0272,Visakhapatnam,2023-03-17,Brakes,30,507000
DLR-0272,Visakhapatnam,2020-12-04,Transmission,179,602000
DLR-0272,Visakhapatnam,2020-07-23,Engine Parts,308,702000
DLR-0273,Mumbai,2020-03-21,Engine Parts,430,801000
DLR-0273,Mumbai,2021-01-28,Electrical,469,884000
DLR-0273,Mumbai,2022-03-11,Tyres & Wheels,65,1098000
DLR-0273,Mumbai,2021-07-01,Transmission,325,813000
DLR-0273,Mumbai,2024-09-09,Brakes,435,576000
DLR-0273,Mumbai,2023-06-08,Transmission,80,1269000
DLR-0273,Mumbai,2020-05-13,Tyres & Wheels,320,746000
DLR-0273,Mumbai,2024-10-11,Transmission,90,872000
DLR-0273,Mumbai,2023-08-10,Brakes,264,1071000
DLR-0273,Mumbai,2023-05-27,Suspension,362,718000
DLR-0273,Mumbai,2021-08-04,Engine Parts,211,638000
DLR-0273,Mumbai,2024-10-11,Body Parts,350,891000
DLR-0273,Mumbai,2020-11-29,Tyres & Wheels,424,481000
DLR-0273,Mumbai,2022-07-15,Body Parts,497,782000
DLR-0273,Mumbai,2022-11-08,Transmission,160,889000
DLR-0273,Mumbai,2023-08-31,Filters,224,786000
DLR-0273,Mumbai,2024-07-10,Suspension,416,531000
DLR-0273,Mumbai,2024-09-30,Transmission,351,1159000
DLR-0273,Mumbai,2021-10-30,Suspension,133,861000
DLR-0273,Mumbai,2022-08-02,Electrical,370,1126000
DLR-0273,Mumbai,2020-11-13,Engine Parts,50,788000
DLR-0274,Bhopal,2023-04-18,Brakes,85,396000
DLR-0274,Bhopal,2020-08-08,Tyres & Wheels,74,545000
DLR-0274,Bhopal,2020-11-01,Brakes,154,482000
DLR-0274,Bhopal,2024-04-26,Body Parts,362,357000
DLR-0274,Bhopal,2021-10-17,Suspension,377,701000
DLR-0274,Bhopal,2022-09-13,Filters,219,429000
DLR-0274,Bhopal,2020-09-08,Transmission,489,271000
DLR-0274,Bhopal,2023-12-23,Suspension,468,683000
DLR-0274,Bhopal,2022-08-27,Engine Parts,196,444000
DLR-0274,Bhopal,2020-11-16,Filters,108,431000
DLR-0274,Bhopal,2021-12-07,Brakes,35,280000
DLR-0274,Bhopal,2020-03-05,Transmission,209,736000
DLR-0274,Bhopal,2021-01-17,Tyres & Wheels,247,342000
DLR-0274,Bhopal,2023-09-10,Filters,411,518000
DLR-0274,Bhopal,2023-12-23,Body Parts,240,629000
DLR-0274,Bhopal,2020-09-29,Body Parts,391,565000
DLR-0274,Bhopal,2023-12-19,Filters,347,502000
DLR-0274,Bhopal,2021-10-06,Electrical,13,289000
DLR-0274,Bhopal,2024-11-15,Electrical,498,405000
DLR-0274,Bhopal,2021-05-28,Filters,57,534000
DLR-0275,Nagpur,2024-11-28,Body Parts,85,408000
DLR-0275,Nagpur,2020-03-27,Electrical,132,536000
DLR-0275,Nagpur,2022-11-16,Tyres & Wheels,500,599000
DLR-0275,Nagpur,2021-07-23,Suspension,379,635000
DLR-0275,Nagpur,2021-01-04,Filters,29,351000
DLR-0275,Nagpur,2024-04-27,Engine Parts,333,796000
DLR-0275,Nagpur,2022-01-08,Body Parts,419,610000
DLR-0275,Nagpur,2023-06-13,Body Parts,182,510000
DLR-0275,Nagpur,2020-01-06,Brakes,257,652000
DLR-0275,Nagpur,2024-04-29,Suspension,118,818000
DLR-0275,Nagpur,2020-10-29,Body Parts,358,323000
DLR-0275,Nagpur,2023-09-10,Transmission,281,481000
DLR-0275,Nagpur,2022-03-11,Suspension,232,201000
DLR-0275,Nagpur,2024-04-25,Engine Parts,242,535000
DLR-0275,Nagpur,2024-01-12,Transmission,285,558000
DLR-0275,Nagpur,2024-03-27,Tyres & Wheels,32,505000
DLR-0275,Nagpur,2021-08-05,Body Parts,19,425000
DLR-0275,Nagpur,2022-04-14,Brakes,252,244000
DLR-0275,Nagpur,2024-08-25,Filters,485,559000
DLR-0275,Nagpur,2022-08-07,Suspension,482,699000
DLR-0275,Nagpur,2021-10-07,Suspension,240,433000
DLR-0275,Nagpur,2021-06-26,Transmission,466,567000
DLR-0275,Nagpur,2023-08-28,Engine Parts,428,306000
DLR-0275,Nagpur,2021-04-14,Transmission,212,569000
DLR-0275,Nagpur,2021-06-27,Engine Parts,281,459000
DLR-0275,Nagpur,2021-04-14,Engine Parts,123,411000
DLR-0275,Nagpur,2024-08-09,Tyres & Wheels,132,411000
DLR-0276,Surat,2020-01-05,Filters,34,761000
DLR-0276,Surat,2020-06-04,Transmission,284,916000
DLR-0276,Surat,2024-07-25,Filters,18,578000
DLR-0276,Surat,2022-10-24,Transmission,403,761000
DLR-0276,Surat,2023-05-14,Engine Parts,264,832000
DLR-0276,Surat,2023-04-03,Suspension,283,620000
DLR-0276,Surat,2023-09-16,Transmission,409,1199000
DLR-0276,Surat,2020-08-25,Suspension,483,669000
DLR-0276,Surat,2022-03-07,Body Parts,100,706000
DLR-0276,Surat,2023-01-21,Suspension,17,644000
DLR-0276,Surat,2023-11-04,Filters,50,1200000
DLR-0276,Surat,2021-11-04,Suspension,494,951000
DLR-0276,Surat,2022-09-09,Engine Parts,60,653000
DLR-0276,Surat,2020-09-22,Transmission,96,1061000
DLR-0276,Surat,2023-09-08,Transmission,353,880000
DLR-0276,Surat,2021-06-10,Filters,92,891000
DLR-0276,Surat,2022-05-23,Suspension,383,771000
DLR-0276,Surat,2020-12-01,Body Parts,59,690000
DLR-0276,Surat,2024-04-15,Transmission,168,908000
DLR-0276,Surat,2023-01-15,Brakes,49,731000
DLR-0276,Surat,2020-11-14,Brakes,446,1203000
DLR-0276,Surat,2020-01-07,Suspension,43,586000
DLR-0276,Surat,2024-05-13,Transmission,101,1147000
DLR-0276,Surat,2020-08-20,Tyres & Wheels,182,818000
DLR-0276,Surat,2020-09-05,Tyres & Wheels,271,900000
DLR-0276,Surat,2020-09-07,Tyres & Wheels,352,1007000
DLR-0277,Kolkata,2024-05-27,Brakes,192,714000
DLR-0277,Kolkata,2024-06-03,Brakes,190,1013000
DLR-0277,Kolkata,2020-12-27,Filters,422,298000
DLR-0277,Kolkata,2021-01-22,Transmission,381,696000
DLR-0277,Kolkata,2020-02-07,Brakes,42,655000
DLR-0277,Kolkata,2020-11-28,Electrical,185,589000
DLR-0277,Kolkata,2020-11-24,Suspension,255,797000
DLR-0277,Kolkata,2024-03-30,Body Parts,25,917000
DLR-0277,Kolkata,2021-11-27,Filters,415,981000
DLR-0277,Kolkata,2024-03-29,Filters,63,888000
DLR-0277,Kolkata,2024-07-11,Filters,118,707000
DLR-0277,Kolkata,2020-12-09,Suspension,327,914000
DLR-0277,Kolkata,2023-07-29,Tyres & Wheels,406,865000
DLR-0277,Kolkata,2023-04-15,Brakes,391,1027000
DLR-0277,Kolkata,2021-04-09,Tyres & Wheels,295,995000
DLR-0277,Kolkata,2024-04-27,Tyres & Wheels,208,846000
DLR-0277,Kolkata,2021-10-21,Body Parts,111,661000
DLR-0277,Kolkata,2020-03-26,Engine Parts,241,709000
DLR-0277,Kolkata,2021-01-20,Engine Parts,302,730000
DLR-0277,Kolkata,2021-12-28,Engine Parts,350,777000
DLR-0277,Kolkata,2022-02-01,Body Parts,222,894000
DLR-0277,Kolkata,2024-03-15,Engine Parts,171,983000
DLR-0277,Kolkata,2024-10-31,Tyres & Wheels,53,830000
DLR-0277,Kolkata,2020-10-01,Brakes,314,843000
DLR-0278,Pune,2023-02-23,Brakes,313,869000
DLR-0278,Pune,2020-10-05,Tyres & Wheels,263,737000
DLR-0278,Pune,2023-02-07,Body Parts,71,655000
DLR-0278,Pune,2023-07-03,Engine Parts,412,489000
DLR-0278,Pune,2024-09-06,Body Parts,135,701000
DLR-0278,Pune,2021-10-01,Filters,160,935000
DLR-0278,Pune,2020-03-20,Brakes,38,699000
DLR-0278,Pune,2021-09-06,Electrical,366,792000
DLR-0278,Pune,2021-06-12,Filters,88,933000
DLR-0278,Pune,2021-07-28,Body Parts,445,944000
DLR-0278,Pune,2022-04-23,Brakes,281,624000
DLR-0278,Pune,2022-01-15,Brakes,265,1039000
DLR-0278,Pune,2021-09-23,Transmission,218,1065000
DLR-0278,Pune,2020-02-16,Engine Parts,155,614000
DLR-0278,Pune,2021-11-02,Electrical,374,675000
DLR-0278,Pune,2020-07-09,Electrical,486,1078000
DLR-0278,Pune,2022-12-11,Brakes,195,811000
DLR-0278,Pune,2020-08-20,Brakes,145,396000
DLR-0278,Pune,2024-04-21,Body Parts,172,560000
DLR-0278,Pune,2024-12-24,Brakes,103,790000
DLR-0278,Pune,2023-03-26,Suspension,308,607000
DLR-0278,Pune,2024-06-27,Brakes,128,757000
DLR-0278,Pune,2020-04-10,Transmission,169,846000
DLR-0278,Pune,2024-09-19,Brakes,425,1132000
DLR-0278,Pune,2023-12-30,Transmission,474,782000
DLR-0278,Pune,2023-02-05,Transmission,61,1055000
DLR-0278,Pune,2022-04-06,Engine Parts,169,1126000
DLR-0278,Pune,2024-12-03,Filters,57,1127000
DLR-0279,Coimbatore,2021-07-05,Engine Parts,80,396000
DLR-0279,Coimbatore,2020-05-20,Brakes,495,193000
DLR-0279,Coimbatore,2023-04-19,Engine Parts,64,411000
DLR-0279,Coimbatore,2024-12-30,Tyres & Wheels,31,464000
DLR-0279,Coimbatore,2022-08-18,Body Parts,217,363000
DLR-0279,Coimbatore,2023-01-14,Brakes,145,527000
DLR-0279,Coimbatore,2020-11-21,Suspension,51,447000
DLR-0279,Coimbatore,2021-11-15,Electrical,104,421000
DLR-0279,Coimbatore,2023-08-21,Brakes,332,468000
DLR-0279,Coimbatore,2024-07-21,Engine Parts,250,400000
DLR-0279,Coimbatore,2021-03-23,Electrical,96,146000
DLR-0279,Coimbatore,2024-02-20,Suspension,218,325000
DLR-0279,Coimbatore,2020-01-11,Transmission,305,478000
DLR-0279,Coimbatore,2024-06-15,Suspension,262,297000
DLR-0279,Coimbatore,2023-01-26,Suspension,40,350000
DLR-0279,Coimbatore,2022-05-30,Suspension,323,276000
DLR-0279,Coimbatore,2023-09-27,Filters,108,531000
DLR-0279,Coimbatore,2024-08-16,Transmission,186,521000
DLR-0279,Coimbatore,2020-10-05,Filters,312,290000
DLR-0279,Coimbatore,2022-04-22,Transmission,147,383000
DLR-0279,Coimbatore,2021-05-25,Brakes,371,309000
DLR-0279,Coimbatore,2022-05-10,Transmission,341,425000
DLR-0279,Coimbatore,2023-05-24,Tyres & Wheels,10,416000
DLR-0279,Coimbatore,2020-08-22,Filters,312,443000
DLR-0279,Coimbatore,2021-01-26,Transmission,363,400000
DLR-0280,Delhi,2023-03-26,Electrical,426,1427000
DLR-0280,Delhi,2023-08-05,Brakes,353,634000
DLR-0280,Delhi,2021-05-24,Electrical,374,498000
DLR-0280,Delhi,2020-03-23,Suspension,137,761000
DLR-0280,Delhi,2024-03-05,Engine Parts,384,526000
DLR-0280,Delhi,2020-05-27,Filters,78,542000
DLR-0280,Delhi,2021-03-22,Transmission,67,640000
DLR-0280,Delhi,2023-03-22,Engine Parts,343,656000
DLR-0280,Delhi,2021-03-06,Brakes,434,649000
DLR-0280,Delhi,2023-11-26,Engine Parts,221,944000
DLR-0280,Delhi,2020-08-07,Body Parts,115,739000
DLR-0280,Delhi,2022-07-04,Electrical,85,804000
DLR-0280,Delhi,2024-01-23,Brakes,454,1019000
DLR-0280,Delhi,2022-01-25,Body Parts,220,687000
DLR-0280,Delhi,2022-02-14,Transmission,237,787000
DLR-0280,Delhi,2023-09-20,Suspension,449,913000
DLR-0280,Delhi,2023-07-24,Electrical,115,452000
DLR-0280,Delhi,2022-03-08,Body Parts,106,363000
DLR-0280,Delhi,2024-11-16,Suspension,260,909000
DLR-0280,Delhi,2022-09-28,Transmission,233,938000
DLR-0280,Delhi,2020-04-10,Transmission,11,1253000
DLR-0280,Delhi,2022-06-06,Tyres & Wheels,91,872000
DLR-0281,Pune,2024-05-19,Engine Parts,393,1004000
DLR-0281,Pune,2022-07-28,Transmission,114,801000
DLR-0281,Pune,2022-04-26,Brakes,461,899000
DLR-0281,Pune,2021-08-11,Electrical,155,1173000
DLR-0281,Pune,2021-07-26,Electrical,228,415000
DLR-0281,Pune,2024-04-24,Engine Parts,252,923000
DLR-0281,Pune,2024-05-28,Brakes,310,1267000
DLR-0281,Pune,2022-07-19,Body Parts,165,896000
DLR-0281,Pune,2023-08-12,Suspension,240,1170000
DLR-0281,Pune,2021-02-15,Transmission,439,714000
DLR-0281,Pune,2022-09-03,Filters,148,834000
DLR-0281,Pune,2020-11-24,Tyres & Wheels,122,847000
DLR-0281,Pune,2022-06-16,Electrical,18,396000
DLR-0281,Pune,2024-05-18,Suspension,340,606000
DLR-0281,Pune,2022-09-22,Filters,122,621000
DLR-0281,Pune,2023-02-03,Electrical,66,1004000
DLR-0281,Pune,2021-07-02,Body Parts,277,1014000
DLR-0281,Pune,2021-06-05,Brakes,149,905000
DLR-0281,Pune,2024-10-31,Transmission,392,1005000
DLR-0281,Pune,2022-04-06,Engine Parts,42,807000
DLR-0282,Hyderabad,2021-05-09,Transmission,139,1080000
DLR-0282,Hyderabad,2024-07-16,Suspension,397,842000
DLR-0282,Hyderabad,2023-09-30,Electrical,331,852000
DLR-0282,Hyderabad,2022-10-14,Engine Parts,86,787000
DLR-0282,Hyderabad,2020-02-10,Body Parts,403,977000
DLR-0282,Hyderabad,2023-11-13,Filters,300,756000
DLR-0282,Hyderabad,2021-11-29,Engine Parts,256,1035000
DLR-0282,Hyderabad,2021-01-31,Electrical,65,614000
DLR-0282,Hyderabad,2024-02-09,Transmission,379,620000
DLR-0282,Hyderabad,2024-04-14,Filters,138,977000
DLR-0282,Hyderabad,2023-11-26,Transmission,310,822000
DLR-0282,Hyderabad,2021-02-12,Filters,352,749000
DLR-0282,Hyderabad,2024-09-20,Body Parts,59,1018000
DLR-0282,Hyderabad,2022-02-17,Tyres & Wheels,329,719000
DLR-0282,Hyderabad,2021-02-05,Suspension,176,800000
DLR-0282,Hyderabad,2020-04-03,Body Parts,192,1120000
DLR-0282,Hyderabad,2022-08-23,Suspension,282,1148000
DLR-0282,Hyderabad,2021-11-13,Tyres & Wheels,126,1154000
DLR-0282,Hyderabad,2022-06-01,Engine Parts,363,784000
DLR-0282,Hyderabad,2020-06-05,Brakes,299,1086000
DLR-0282,Hyderabad,2020-10-07,Suspension,220,650000
DLR-0283,Bengaluru,2021-02-23,Tyres & Wheels,221,659000
DLR-0283,Bengaluru,2022-12-31,Brakes,62,370000
DLR-0283,Bengaluru,2023-10-26,Tyres & Wheels,377,1175000
DLR-0283,Bengaluru,2020-10-04,Suspension,387,667000
DLR-0283,Bengaluru,2021-03-15,Suspension,199,815000
DLR-0283,Bengaluru,2020-07-17,Engine Parts,141,658000
DLR-0283,Bengaluru,2020-01-24,Filters,71,979000
DLR-0283,Bengaluru,2021-07-28,Tyres & Wheels,467,765000
DLR-0283,Bengaluru,2021-03-04,Brakes,184,579000
DLR-0283,Bengaluru,2021-04-29,Brakes,57,928000
DLR-0283,Bengaluru,2024-07-07,Transmission,415,553000
DLR-0283,Bengaluru,2023-05-10,Suspension,32,673000
DLR-0283,Bengaluru,2022-09-01,Transmission,287,419000
DLR-0283,Bengaluru,2020-12-08,Engine Parts,484,555000
DLR-0283,Bengaluru,2024-09-20,Tyres & Wheels,428,876000
DLR-0283,Bengaluru,2021-03-19,Filters,464,447000
DLR-0283,Bengaluru,2021-11-08,Brakes,55,544000
DLR-0283,Bengaluru,2022-10-28,Suspension,483,840000
DLR-0283,Bengaluru,2023-03-24,Transmission,10,731000
DLR-0283,Bengaluru,2022-05-24,Body Parts,488,1238000
DLR-0284,Chandigarh,2024-03-22,Tyres & Wheels,294,535000
DLR-0284,Chandigarh,2023-11-26,Electrical,23,292000
DLR-0284,Chandigarh,2024-02-22,Brakes,331,420000
DLR-0284,Chandigarh,2023-03-16,Engine Parts,351,437000
DLR-0284,Chandigarh,2021-07-17,Suspension,98,316000
DLR-0284,Chandigarh,2024-08-11,Electrical,129,235000
DLR-0284,Chandigarh,2024-02-19,Engine Parts,385,369000
DLR-0284,Chandigarh,2021-01-02,Suspension,433,354000
DLR-0284,Chandigarh,2021-03-04,Suspension,77,331000
DLR-0284,Chandigarh,2021-08-27,Tyres & Wheels,41,410000
DLR-0284,Chandigarh,2023-09-17,Tyres & Wheels,125,302000
DLR-0284,Chandigarh,2023-06-20,Electrical,26,266000
DLR-0284,Chandigarh,2020-08-29,Suspension,197,380000
DLR-0284,Chandigarh,2023-07-08,Transmission,437,405000
DLR-0284,Chandigarh,2023-11-07,Filters,88,264000
DLR-0284,Chandigarh,2023-11-09,Brakes,436,454000
DLR-0284,Chandigarh,2020-11-21,Tyres & Wheels,203,211000
DLR-0284,Chandigarh,2020-01-16,Electrical,201,318000
DLR-0284,Chandigarh,2020-03-12,Electrical,360,347000
DLR-0284,Chandigarh,2024-09-22,Filters,65,313000
DLR-0284,Chandigarh,2020-06-22,Electrical,118,319000
DLR-0284,Chandigarh,2020-05-29,Electrical,222,538000
DLR-0284,Chandigarh,2020-08-10,Filters,127,293000
DLR-0284,Chandigarh,2023-12-03,Electrical,146,590000
DLR-0284,Chandigarh,2024-01-01,Body Parts,463,409000
DLR-0285,Ahmedabad,2020-11-18,Suspension,498,858000
DLR-0285,Ahmedabad,2022-07-08,Filters,98,935000
DLR-0285,Ahmedabad,2023-06-05,Tyres & Wheels,152,1346000
DLR-0285,Ahmedabad,2021-10-08,Transmission,320,641000
DLR-0285,Ahmedabad,2021-03-14,Engine Parts,110,616000
DLR-0285,Ahmedabad,2022-04-11,Transmission,202,689000
DLR-0285,Ahmedabad,2024-05-01,Tyres & Wheels,484,846000
DLR-0285,Ahmedabad,2020-07-05,Brakes,417,495000
DLR-0285,Ahmedabad,2023-11-23,Electrical,471,844000
DLR-0285,Ahmedabad,2020-04-20,Suspension,387,1179000
DLR-0285,Ahmedabad,2023-12-05,Brakes,296,870000
DLR-0285,Ahmedabad,2022-09-08,Filters,475,781000
DLR-0285,Ahmedabad,2023-08-23,Electrical,37,716000
DLR-0285,Ahmedabad,2022-11-26,Electrical,285,1020000
DLR-0285,Ahmedabad,2024-11-28,Suspension,419,675000
DLR-0285,Ahmedabad,2020-09-15,Suspension,474,1209000
DLR-0285,Ahmedabad,2020-04-13,Brakes,133,1227000
DLR-0285,Ahmedabad,2023-01-08,Brakes,183,891000
DLR-0285,Ahmedabad,2022-12-11,Brakes,142,838000
